S,D,SD,seed,miss,method,rho,top_misrank
0.35,3.5,1.225,5,mcar,avg,0.9758,1
0.35,3.5,1.225,6,biased,avg,0.9758,0
0.35,3.5,1.225,6,biased,irt,1.0,0
0.35,3.5,1.225,6,mcar,avg,0.9879,0
0.35,3.5,1.225,7,biased,avg,0.9879,0
0.35,3.5,1.225,7,biased,irt,1.0,0
0.35,3.5,1.225,7,mcar,avg,0.9758,0
0.35,3.5,1.225,8,biased,avg,0.9515,0
0.35,3.5,1.225,8,biased,irt,1.0,0
0.35,3.5,1.225,8,mcar,avg,0.9758,0
0.35,3.5,1.225,9,biased,avg,0.9515,0
0.35,3.5,1.225,9,biased,irt,1.0,0
0.35,3.5,1.225,9,mcar,avg,0.9879,0
0.35,3.5,1.225,10,biased,avg,0.9758,0
0.35,3.5,1.225,10,biased,irt,1.0,0
0.35,3.5,1.225,10,mcar,avg,0.9879,0
0.35,3.5,1.225,11,biased,avg,0.9879,0
0.35,3.5,1.225,11,biased,irt,1.0,0
0.35,3.5,1.225,11,mcar,avg,0.9879,0
0.35,3.5,1.225,12,biased,avg,0.9273,0
0.35,3.5,1.225,12,biased,irt,1.0,0
0.35,3.5,1.225,12,mcar,avg,0.9879,0
0.35,3.5,1.225,13,biased,avg,1.0,0
0.35,3.5,1.225,13,biased,irt,1.0,0
0.35,3.5,1.225,13,mcar,avg,0.9515,0
0.35,3.5,1.225,14,biased,avg,0.9758,0
0.35,3.5,1.225,14,biased,irt,1.0,0
0.35,3.5,1.225,14,mcar,avg,0.9758,0
0.35,4.0,1.4,0,biased,avg,0.9879,0
0.35,4.0,1.4,0,biased,irt,1.0,0
0.35,4.0,1.4,0,mcar,avg,0.9515,0
0.35,4.0,1.4,1,biased,avg,0.9152,0
0.35,4.0,1.4,1,biased,irt,1.0,0
0.35,4.0,1.4,1,mcar,avg,0.9636,1
0.35,4.0,1.4,2,biased,avg,0.9879,0
0.35,4.0,1.4,2,biased,irt,1.0,0
0.35,4.0,1.4,2,mcar,avg,0.8788,1
0.35,4.0,1.4,3,biased,avg,0.8788,0
0.35,4.0,1.4,3,biased,irt,1.0,0
0.35,4.0,1.4,3,mcar,avg,0.9879,0
0.35,4.0,1.4,4,biased,avg,0.9879,0
0.35,4.0,1.4,4,biased,irt,1.0,0
0.35,4.0,1.4,4,mcar,avg,0.9636,0
0.35,4.0,1.4,5,biased,avg,0.9758,0
0.35,4.0,1.4,5,biased,irt,1.0,0
0.35,4.0,1.4,5,mcar,avg,0.9273,0
0.35,4.0,1.4,6,biased,avg,0.9394,1
0.35,4.0,1.4,6,biased,irt,1.0,0
0.35,4.0,1.4,6,mcar,avg,0.8909,0
0.35,4.0,1.4,7,biased,avg,0.9515,1
0.35,4.0,1.4,7,biased,irt,1.0,0
0.35,4.0,1.4,7,mcar,avg,0.9515,0
0.35,4.0,1.4,8,biased,avg,0.903,0
0.35,4.0,1.4,8,biased,irt,1.0,0
0.35,4.0,1.4,8,mcar,avg,0.9879,0
0.35,4.0,1.4,9,biased,avg,0.9879,0
0.35,4.0,1.4,9,biased,irt,1.0,0
0.35,4.0,1.4,9,mcar,avg,0.9394,0
0.35,4.0,1.4,10,biased,avg,0.9515,0
0.35,4.0,1.4,10,biased,irt,1.0,0
0.35,4.0,1.4,10,mcar,avg,0.903,0
0.35,4.0,1.4,11,biased,avg,0.8667,0
0.35,4.0,1.4,11,biased,irt,1.0,0
0.35,4.0,1.4,11,mcar,avg,0.9636,1
0.35,4.0,1.4,12,biased,avg,0.9152,0
0.35,4.0,1.4,12,biased,irt,1.0,0
0.35,4.0,1.4,12,mcar,avg,0.9879,0
0.35,4.0,1.4,13,biased,avg,0.9394,0
0.35,4.0,1.4,13,biased,irt,1.0,0
0.35,4.0,1.4,13,mcar,avg,0.9636,0
0.35,4.0,1.4,14,biased,avg,0.9636,0
0.35,4.0,1.4,14,biased,irt,1.0,0
0.35,4.0,1.4,14,mcar,avg,0.9273,1
0.35,4.5,1.575,0,biased,avg,0.9394,0
0.35,4.5,1.575,0,biased,irt,1.0,0
0.35,4.5,1.575,0,mcar,avg,0.9879,0
0.35,4.5,1.575,1,biased,avg,0.8545,0
0.35,4.5,1.575,1,biased,irt,1.0,0
0.35,4.5,1.575,1,mcar,avg,0.9273,1
0.35,4.5,1.575,2,biased,avg,0.9758,0
0.35,4.5,1.575,2,biased,irt,1.0,0
0.35,4.5,1.575,2,mcar,avg,0.9515,0
0.35,4.5,1.575,3,biased,avg,0.8667,0
0.35,4.5,1.575,3,biased,irt,1.0,0
0.35,4.5,1.575,3,mcar,avg,0.903,0
0.35,4.5,1.575,4,biased,avg,0.9273,0
0.35,4.5,1.575,4,biased,irt,1.0,0
0.35,4.5,1.575,4,mcar,avg,0.9758,0
0.35,4.5,1.575,5,biased,avg,0.9515,1
0.35,4.5,1.575,5,biased,irt,1.0,0
0.35,4.5,1.575,5,mcar,avg,0.9394,1
0.35,4.5,1.575,6,biased,avg,0.9394,0
0.35,4.5,1.575,6,biased,irt,1.0,0
0.35,4.5,1.575,6,mcar,avg,0.9152,0
0.35,4.5,1.575,7,biased,avg,0.7576,0
0.35,4.5,1.575,7,biased,irt,1.0,0
0.35,4.5,1.575,7,mcar,avg,0.9758,0
0.35,4.5,1.575,8,biased,avg,0.8545,0
0.35,4.5,1.575,8,biased,irt,1.0,0
0.35,4.5,1.575,8,mcar,avg,0.9879,0
0.35,4.5,1.575,9,biased,avg,0.9515,0
0.35,4.5,1.575,9,biased,irt,1.0,0
0.35,4.5,1.575,9,mcar,avg,0.9758,0
0.35,4.5,1.575,10,biased,avg,0.8182,1
0.35,4.5,1.575,10,biased,irt,1.0,0
0.35,4.5,1.575,10,mcar,avg,0.9273,1
0.35,4.5,1.575,11,biased,avg,0.6,1
0.35,4.5,1.575,11,biased,irt,1.0,0
0.35,4.5,1.575,11,mcar,avg,0.9515,1
0.35,4.5,1.575,12,biased,avg,0.8303,0
0.35,4.5,1.575,12,biased,irt,1.0,0
0.35,4.5,1.575,12,mcar,avg,0.9758,0
0.35,4.5,1.575,13,biased,avg,0.8788,0
0.35,4.5,1.575,13,biased,irt,1.0,0
0.35,4.5,1.575,13,mcar,avg,0.9394,0
0.35,4.5,1.575,14,biased,avg,0.9394,0
0.35,4.5,1.575,14,biased,irt,1.0,0
0.35,4.5,1.575,14,mcar,avg,0.9758,0
0.35,5.0,1.75,0,biased,avg,0.8424,0
0.35,5.0,1.75,0,biased,irt,1.0,0
0.35,5.0,1.75,0,mcar,avg,0.9758,0
0.35,5.0,1.75,1,biased,avg,0.903,0
0.35,5.0,1.75,1,biased,irt,1.0,0
0.35,5.0,1.75,1,mcar,avg,0.8571,1
0.35,5.0,1.75,2,biased,avg,0.8815,0
0.35,5.0,1.75,2,biased,irt,1.0,0
0.35,5.0,1.75,2,mcar,avg,0.9879,0
0.35,5.0,1.75,3,biased,avg,0.8424,0
0.35,5.0,1.75,3,biased,irt,1.0,0
0.35,5.0,1.75,3,mcar,avg,0.9636,0
0.35,5.0,1.75,4,biased,avg,0.8545,0
0.35,5.0,1.75,4,biased,irt,1.0,0
0.35,5.0,1.75,4,mcar,avg,0.9273,1
0.35,5.0,1.75,5,biased,avg,0.7939,0
0.35,5.0,1.75,5,biased,irt,1.0,0
0.35,5.0,1.75,5,mcar,avg,0.9515,0
0.35,5.0,1.75,6,biased,avg,0.9152,0
0.35,5.0,1.75,6,biased,irt,1.0,0
0.35,5.0,1.75,6,mcar,avg,0.9879,0
0.35,5.0,1.75,7,biased,avg,0.7697,0
0.35,5.0,1.75,7,biased,irt,1.0,0
0.35,5.0,1.75,7,mcar,avg,0.903,0
0.35,5.0,1.75,8,biased,avg,0.7697,1
0.35,5.0,1.75,8,biased,irt,1.0,0
0.35,5.0,1.75,8,mcar,avg,0.9394,1
0.35,5.0,1.75,9,biased,avg,0.7576,0
0.35,5.0,1.75,9,biased,irt,1.0,0
0.35,5.0,1.75,9,mcar,avg,0.9758,0
0.35,5.0,1.75,10,biased,avg,0.8788,0
0.35,5.0,1.75,10,biased,irt,1.0,0
0.35,5.0,1.75,10,mcar,avg,0.9879,0
0.35,5.0,1.75,11,biased,avg,0.8788,0
0.35,5.0,1.75,11,biased,irt,1.0,0
0.35,5.0,1.75,11,mcar,avg,0.9483,0
0.35,5.0,1.75,12,biased,avg,0.7212,0
0.35,5.0,1.75,12,biased,irt,1.0,0
0.35,5.0,1.75,12,mcar,avg,0.9394,0
0.35,5.0,1.75,13,biased,avg,0.8667,0
0.35,5.0,1.75,13,biased,irt,1.0,0
0.35,5.0,1.75,13,mcar,avg,0.9758,0
0.35,5.0,1.75,14,biased,avg,0.8303,1
0.35,5.0,1.75,14,biased,irt,1.0,0
0.35,5.0,1.75,14,mcar,avg,0.8667,1
0.4,0.5,0.2,0,biased,avg,0.9879,0
0.4,0.5,0.2,0,biased,irt,1.0,0
0.4,0.5,0.2,0,mcar,avg,1.0,0
0.4,0.5,0.2,1,biased,avg,1.0,0
0.4,0.5,0.2,1,biased,irt,1.0,0
0.4,0.5,0.2,1,mcar,avg,0.9879,0
0.4,0.5,0.2,2,biased,avg,1.0,0
0.4,0.5,0.2,2,biased,irt,1.0,0
0.4,0.5,0.2,2,mcar,avg,1.0,0
0.4,0.5,0.2,3,biased,avg,1.0,0
0.4,0.5,0.2,3,biased,irt,1.0,0
0.4,0.5,0.2,3,mcar,avg,0.9879,0
0.4,0.5,0.2,4,biased,avg,1.0,0
0.4,0.5,0.2,4,biased,irt,1.0,0
0.4,0.5,0.2,4,mcar,avg,0.9879,1
0.4,0.5,0.2,5,biased,avg,1.0,0
0.4,0.5,0.2,5,biased,irt,1.0,0
0.4,0.5,0.2,5,mcar,avg,0.9879,0
0.4,0.5,0.2,6,biased,avg,0.9879,0
0.4,0.5,0.2,6,biased,irt,1.0,0
0.4,0.5,0.2,6,mcar,avg,0.9879,0
0.4,0.5,0.2,7,biased,avg,1.0,0
0.4,0.5,0.2,7,biased,irt,1.0,0
0.4,0.5,0.2,7,mcar,avg,1.0,0
0.4,0.5,0.2,8,biased,avg,1.0,0
0.4,0.5,0.2,8,biased,irt,1.0,0
0.4,0.5,0.2,8,mcar,avg,0.9879,1
0.4,0.5,0.2,9,biased,avg,1.0,0
0.4,0.5,0.2,9,biased,irt,1.0,0
0.4,0.5,0.2,9,mcar,avg,1.0,0
0.4,0.5,0.2,10,biased,avg,1.0,0
0.4,0.5,0.2,10,biased,irt,1.0,0
0.4,0.5,0.2,10,mcar,avg,1.0,0
0.4,0.5,0.2,11,biased,avg,0.9879,0
0.4,0.5,0.2,11,biased,irt,1.0,0
0.4,0.5,0.2,11,mcar,avg,1.0,0
0.4,0.5,0.2,12,biased,avg,0.9879,0
0.4,0.5,0.2,12,biased,irt,1.0,0
0.4,0.5,0.2,12,mcar,avg,1.0,0
0.4,0.5,0.2,13,biased,avg,1.0,0
0.4,0.5,0.2,13,biased,irt,1.0,0
0.4,0.5,0.2,13,mcar,avg,0.9879,0
0.4,0.5,0.2,14,biased,avg,1.0,0
0.4,0.5,0.2,14,biased,irt,1.0,0
0.4,0.5,0.2,14,mcar,avg,0.9879,0
0.4,1.0,0.4,0,biased,avg,1.0,0
0.4,1.0,0.4,0,biased,irt,1.0,0
0.4,1.0,0.4,0,mcar,avg,1.0,0
0.4,1.0,0.4,1,biased,avg,1.0,0
0.4,1.0,0.4,1,biased,irt,1.0,0
0.4,1.0,0.4,1,mcar,avg,1.0,0
0.4,1.0,0.4,2,biased,avg,0.9879,0
0.4,1.0,0.4,2,biased,irt,1.0,0
0.4,1.0,0.4,2,mcar,avg,1.0,0
0.4,1.0,0.4,3,biased,avg,1.0,0
0.4,1.0,0.4,3,biased,irt,1.0,0
0.4,1.0,0.4,3,mcar,avg,1.0,0
0.4,1.0,0.4,4,biased,avg,1.0,0
0.4,1.0,0.4,4,biased,irt,1.0,0
0.4,1.0,0.4,4,mcar,avg,0.9879,0
0.4,1.0,0.4,5,biased,avg,1.0,0
0.4,1.0,0.4,5,biased,irt,1.0,0
0.4,1.0,0.4,5,mcar,avg,1.0,0
0.4,1.0,0.4,6,biased,avg,1.0,0
0.4,1.0,0.4,6,biased,irt,1.0,0
0.4,1.0,0.4,6,mcar,avg,1.0,0
0.4,1.0,0.4,7,biased,avg,1.0,0
0.4,1.0,0.4,7,biased,irt,1.0,0
0.4,1.0,0.4,7,mcar,avg,0.9879,0
0.4,1.0,0.4,8,biased,avg,1.0,0
0.4,1.0,0.4,8,biased,irt,1.0,0
0.4,1.0,0.4,8,mcar,avg,1.0,0
0.4,1.0,0.4,9,biased,avg,1.0,0
0.4,1.0,0.4,9,biased,irt,1.0,0
0.4,1.0,0.4,9,mcar,avg,0.9879,0
0.4,1.0,0.4,10,biased,avg,1.0,0
0.4,1.0,0.4,10,biased,irt,1.0,0
0.4,1.0,0.4,10,mcar,avg,0.9879,0
0.4,1.0,0.4,11,biased,avg,1.0,0
0.4,1.0,0.4,11,biased,irt,1.0,0
0.4,1.0,0.4,11,mcar,avg,1.0,0
0.4,1.0,0.4,12,biased,avg,1.0,0
0.4,1.0,0.4,12,biased,irt,1.0,0
0.4,1.0,0.4,12,mcar,avg,1.0,0
0.4,1.0,0.4,13,biased,avg,1.0,0
0.4,1.0,0.4,13,biased,irt,1.0,0
0.4,1.0,0.4,13,mcar,avg,1.0,0
0.4,1.0,0.4,14,biased,avg,1.0,0
0.4,1.0,0.4,14,biased,irt,1.0,0
0.4,1.0,0.4,14,mcar,avg,1.0,0
0.4,1.5,0.6,0,biased,avg,0.9879,0
0.4,1.5,0.6,0,biased,irt,1.0,0
0.4,1.5,0.6,0,mcar,avg,0.9879,0
0.4,1.5,0.6,1,biased,avg,1.0,0
0.4,1.5,0.6,1,biased,irt,1.0,0
0.4,1.5,0.6,1,mcar,avg,0.9515,0
0.4,1.5,0.6,2,biased,avg,1.0,0
0.4,1.5,0.6,2,biased,irt,1.0,0
0.4,1.5,0.6,2,mcar,avg,0.9758,0
0.4,1.5,0.6,3,biased,avg,1.0,0
0.4,1.5,0.6,3,biased,irt,1.0,0
0.4,1.5,0.6,3,mcar,avg,1.0,0
0.4,1.5,0.6,4,biased,avg,0.9879,0
0.4,1.5,0.6,4,biased,irt,1.0,0
0.4,1.5,0.6,4,mcar,avg,1.0,0
0.4,1.5,0.6,5,biased,avg,1.0,0
0.4,1.5,0.6,5,biased,irt,1.0,0
0.4,1.5,0.6,5,mcar,avg,1.0,0
0.4,1.5,0.6,6,biased,avg,0.9879,0
0.4,1.5,0.6,6,biased,irt,1.0,0
0.4,1.5,0.6,6,mcar,avg,0.9879,0
0.4,1.5,0.6,7,biased,avg,0.9879,0
0.4,1.5,0.6,7,biased,irt,1.0,0
0.4,1.5,0.6,7,mcar,avg,0.9879,0
0.4,1.5,0.6,8,biased,avg,1.0,0
0.4,1.5,0.6,8,biased,irt,1.0,0
0.4,1.5,0.6,8,mcar,avg,1.0,0
0.4,1.5,0.6,9,biased,avg,0.9879,0
0.4,1.5,0.6,9,biased,irt,1.0,0
0.4,1.5,0.6,9,mcar,avg,1.0,0
0.4,1.5,0.6,10,biased,avg,0.9879,0
0.4,1.5,0.6,10,biased,irt,1.0,0
0.4,1.5,0.6,10,mcar,avg,0.9879,0
0.4,1.5,0.6,11,biased,avg,1.0,0
0.4,1.5,0.6,11,biased,irt,1.0,0
0.4,1.5,0.6,11,mcar,avg,1.0,0
0.4,1.5,0.6,12,biased,avg,0.9879,0
0.4,1.5,0.6,12,biased,irt,1.0,0
0.4,1.5,0.6,12,mcar,avg,0.9879,0
0.4,1.5,0.6,13,biased,avg,0.9879,0
0.4,1.5,0.6,13,biased,irt,1.0,0
0.4,1.5,0.6,13,mcar,avg,0.9879,0
0.4,1.5,0.6,14,biased,avg,1.0,0
0.4,1.5,0.6,14,biased,irt,1.0,0
0.4,1.5,0.6,14,mcar,avg,0.9758,0
0.4,2.0,0.8,0,biased,avg,0.9879,0
0.4,2.0,0.8,0,biased,irt,1.0,0
0.4,2.0,0.8,0,mcar,avg,1.0,0
0.4,2.0,0.8,1,biased,avg,0.9758,0
0.4,2.0,0.8,1,biased,irt,1.0,0
0.4,2.0,0.8,1,mcar,avg,1.0,0
0.4,2.0,0.8,2,biased,avg,1.0,0
0.4,2.0,0.8,2,biased,irt,1.0,0
0.4,2.0,0.8,2,mcar,avg,1.0,0
0.4,2.0,0.8,3,biased,avg,0.9879,0
0.4,2.0,0.8,3,biased,irt,1.0,0
0.4,2.0,0.8,3,mcar,avg,1.0,0
0.4,2.0,0.8,4,biased,avg,0.9515,0
0.4,2.0,0.8,4,biased,irt,1.0,0
0.4,2.0,0.8,4,mcar,avg,0.9758,0
0.4,2.0,0.8,5,biased,avg,1.0,0
0.4,2.0,0.8,5,biased,irt,1.0,0
0.4,2.0,0.8,5,mcar,avg,1.0,0
0.4,2.0,0.8,6,biased,avg,0.9515,0
0.4,2.0,0.8,6,biased,irt,1.0,0
0.4,2.0,0.8,6,mcar,avg,0.9879,0
0.4,2.0,0.8,7,biased,avg,0.9879,0
0.4,2.0,0.8,7,biased,irt,1.0,0
0.4,2.0,0.8,7,mcar,avg,0.9879,0
0.4,2.0,0.8,8,biased,avg,0.9636,0
0.4,2.0,0.8,8,biased,irt,1.0,0
0.4,2.0,0.8,8,mcar,avg,0.9879,0
0.4,2.0,0.8,9,biased,avg,0.9879,0
0.4,2.0,0.8,9,biased,irt,1.0,0
0.4,2.0,0.8,9,mcar,avg,0.997,0
0.4,2.0,0.8,10,biased,avg,1.0,0
0.4,2.0,0.8,10,biased,irt,1.0,0
0.4,2.0,0.8,10,mcar,avg,0.9879,0
0.4,2.0,0.8,11,biased,avg,0.9879,0
0.4,2.0,0.8,11,biased,irt,1.0,0
0.4,2.0,0.8,11,mcar,avg,0.9879,0
0.4,2.0,0.8,12,biased,avg,1.0,0
0.4,2.0,0.8,12,biased,irt,1.0,0
0.4,2.0,0.8,12,mcar,avg,1.0,0
0.4,2.0,0.8,13,biased,avg,1.0,0
0.4,2.0,0.8,13,biased,irt,1.0,0
0.4,2.0,0.8,13,mcar,avg,0.9879,0
0.4,2.0,0.8,14,biased,avg,1.0,0
0.4,2.0,0.8,14,biased,irt,1.0,0
0.4,2.0,0.8,14,mcar,avg,0.9879,0
0.4,2.5,1.0,0,biased,avg,0.9879,0
0.4,2.5,1.0,0,biased,irt,1.0,0
0.4,2.5,1.0,0,mcar,avg,1.0,0
0.4,2.5,1.0,1,biased,avg,1.0,0
0.4,2.5,1.0,1,biased,irt,1.0,0
0.4,2.5,1.0,1,mcar,avg,1.0,0
0.4,2.5,1.0,2,biased,avg,1.0,0
0.4,2.5,1.0,2,biased,irt,1.0,0
0.4,2.5,1.0,2,mcar,avg,0.9879,0
0.4,2.5,1.0,3,biased,avg,0.9758,0
0.4,2.5,1.0,3,biased,irt,1.0,0
0.4,2.5,1.0,3,mcar,avg,0.9758,0
0.4,2.5,1.0,4,biased,avg,0.9879,0
0.4,2.5,1.0,4,biased,irt,1.0,0
0.4,2.5,1.0,4,mcar,avg,1.0,0
0.4,2.5,1.0,5,biased,avg,1.0,0
0.4,2.5,1.0,5,biased,irt,1.0,0
0.4,2.5,1.0,5,mcar,avg,0.9636,0
0.4,2.5,1.0,6,biased,avg,0.9879,0
0.4,2.5,1.0,6,biased,irt,1.0,0
0.4,2.5,1.0,6,mcar,avg,0.9636,0
0.4,2.5,1.0,7,biased,avg,1.0,0
0.4,2.5,1.0,7,biased,irt,1.0,0
0.4,2.5,1.0,7,mcar,avg,0.9758,1
0.4,2.5,1.0,8,biased,avg,1.0,0
0.4,2.5,1.0,8,biased,irt,1.0,0
0.4,2.5,1.0,8,mcar,avg,1.0,0
0.4,2.5,1.0,9,biased,avg,0.9636,0
0.4,2.5,1.0,9,biased,irt,1.0,0
0.4,2.5,1.0,9,mcar,avg,0.9636,0
0.4,2.5,1.0,10,biased,avg,0.9758,0
0.4,2.5,1.0,10,biased,irt,1.0,0
0.4,2.5,1.0,10,mcar,avg,0.9879,0
0.4,2.5,1.0,11,biased,avg,0.9879,0
0.4,2.5,1.0,11,biased,irt,1.0,0
0.4,2.5,1.0,11,mcar,avg,1.0,0
0.4,2.5,1.0,12,biased,avg,0.9515,0
0.4,2.5,1.0,12,biased,irt,1.0,0
0.4,2.5,1.0,12,mcar,avg,0.9879,0
0.4,2.5,1.0,13,biased,avg,0.9879,0
0.4,2.5,1.0,13,biased,irt,1.0,0
0.4,2.5,1.0,13,mcar,avg,0.9879,0
0.4,2.5,1.0,14,biased,avg,1.0,0
0.4,2.5,1.0,14,biased,irt,1.0,0
0.4,2.5,1.0,14,mcar,avg,0.9879,0
0.4,3.0,1.2,0,biased,avg,0.9273,0
0.4,3.0,1.2,0,biased,irt,1.0,0
0.4,3.0,1.2,0,mcar,avg,0.9394,0
0.4,3.0,1.2,1,biased,avg,0.8667,0
0.4,3.0,1.2,1,biased,irt,1.0,0
0.4,3.0,1.2,1,mcar,avg,0.9758,0
0.4,3.0,1.2,2,biased,avg,0.9758,0
0.4,3.0,1.2,2,biased,irt,1.0,0
0.4,3.0,1.2,2,mcar,avg,0.9879,0
0.4,3.0,1.2,3,biased,avg,0.9879,0
0.4,3.0,1.2,3,biased,irt,1.0,0
0.4,3.0,1.2,3,mcar,avg,0.9879,0
0.4,3.0,1.2,4,biased,avg,0.9879,0
0.4,3.0,1.2,4,biased,irt,1.0,0
0.4,3.0,1.2,4,mcar,avg,0.9758,0
0.4,3.0,1.2,5,biased,avg,0.9515,0
0.4,3.0,1.2,5,biased,irt,1.0,0
0.4,3.0,1.2,5,mcar,avg,0.9879,0
0.4,3.0,1.2,6,biased,avg,0.9515,0
0.4,3.0,1.2,6,biased,irt,1.0,0
0.4,3.0,1.2,6,mcar,avg,0.9879,0
0.4,3.0,1.2,7,biased,avg,1.0,0
0.4,3.0,1.2,7,biased,irt,1.0,0
0.4,3.0,1.2,7,mcar,avg,1.0,0
0.4,3.0,1.2,8,biased,avg,0.9636,0
0.4,3.0,1.2,8,biased,irt,1.0,0
0.4,3.0,1.2,8,mcar,avg,0.9515,0
0.4,3.0,1.2,9,biased,avg,0.9758,0
0.4,3.0,1.2,9,biased,irt,0.9879,0
0.4,3.0,1.2,9,mcar,avg,0.9636,0
0.4,3.0,1.2,10,biased,avg,0.9879,0
0.4,3.0,1.2,10,biased,irt,1.0,0
0.4,3.0,1.2,10,mcar,avg,0.9879,0
0.4,3.0,1.2,11,biased,avg,0.9515,0
0.4,3.0,1.2,11,biased,irt,1.0,0
0.4,3.0,1.2,11,mcar,avg,0.9879,0
0.4,3.0,1.2,12,biased,avg,1.0,0
0.4,3.0,1.2,12,biased,irt,1.0,0
0.4,3.0,1.2,12,mcar,avg,0.9758,1
0.4,3.0,1.2,13,biased,avg,0.9758,0
0.4,3.0,1.2,13,biased,irt,1.0,0
0.4,3.0,1.2,13,mcar,avg,0.9879,0
0.4,3.0,1.2,14,biased,avg,0.9636,0
0.4,3.0,1.2,14,biased,irt,1.0,0
0.4,3.0,1.2,14,mcar,avg,0.9879,0
0.4,3.5,1.4,0,biased,avg,0.9879,0
0.4,3.5,1.4,0,biased,irt,1.0,0
0.4,3.5,1.4,0,mcar,avg,0.9758,0
0.4,3.5,1.4,1,biased,avg,0.9879,0
0.4,3.5,1.4,1,biased,irt,1.0,0
0.4,3.5,1.4,1,mcar,avg,0.9879,0
0.4,3.5,1.4,2,biased,avg,0.9515,0
0.4,3.5,1.4,2,biased,irt,1.0,0
0.4,3.5,1.4,2,mcar,avg,0.9394,0
0.4,3.5,1.4,3,biased,avg,0.9515,0
0.4,3.5,1.4,3,biased,irt,1.0,0
0.4,3.5,1.4,3,mcar,avg,0.9515,0
0.4,3.5,1.4,4,biased,avg,0.9515,0
0.4,3.5,1.4,4,biased,irt,1.0,0
0.4,3.5,1.4,4,mcar,avg,0.9758,0
0.4,3.5,1.4,5,biased,avg,0.9758,0
0.4,3.5,1.4,5,biased,irt,1.0,0
0.4,3.5,1.4,5,mcar,avg,0.9394,1
0.4,3.5,1.4,6,biased,avg,0.9636,0
0.4,3.5,1.4,6,biased,irt,1.0,0
0.4,3.5,1.4,6,mcar,avg,0.9636,0
0.4,3.5,1.4,7,biased,avg,0.9879,0
0.4,3.5,1.4,7,biased,irt,1.0,0
0.4,3.5,1.4,7,mcar,avg,0.9879,0
0.4,3.5,1.4,8,biased,avg,0.9758,0
0.4,3.5,1.4,8,biased,irt,1.0,0
0.4,3.5,1.4,8,mcar,avg,0.9758,1
0.4,3.5,1.4,9,biased,avg,0.9636,0
0.4,3.5,1.4,9,biased,irt,1.0,0
0.4,3.5,1.4,9,mcar,avg,0.9394,1
0.4,3.5,1.4,10,biased,avg,0.9758,0
0.4,3.5,1.4,10,biased,irt,1.0,0
0.4,3.5,1.4,10,mcar,avg,0.9636,0
0.4,3.5,1.4,11,biased,avg,0.8667,1
0.4,3.5,1.4,11,biased,irt,1.0,0
0.4,3.5,1.4,11,mcar,avg,0.9879,0
0.4,3.5,1.4,12,biased,avg,0.9636,0
0.4,3.5,1.4,12,biased,irt,1.0,0
0.4,3.5,1.4,12,mcar,avg,0.9758,0
0.4,3.5,1.4,13,biased,avg,0.9758,0
0.4,3.5,1.4,13,biased,irt,1.0,0
0.4,3.5,1.4,13,mcar,avg,0.9636,0
0.4,3.5,1.4,14,biased,avg,0.9636,0
0.4,3.5,1.4,14,biased,irt,1.0,0
0.4,3.5,1.4,14,mcar,avg,0.9879,0
0.4,4.0,1.6,0,biased,avg,0.9515,0
0.4,4.0,1.6,0,biased,irt,1.0,0
0.4,4.0,1.6,0,mcar,avg,0.9758,0
0.4,4.0,1.6,1,biased,avg,0.9394,0
0.4,4.0,1.6,1,biased,irt,1.0,0
0.4,4.0,1.6,1,mcar,avg,1.0,0
0.4,4.0,1.6,2,biased,avg,0.9515,0
0.4,4.0,1.6,2,biased,irt,1.0,0
0.4,4.0,1.6,2,mcar,avg,0.9515,1
0.4,4.0,1.6,3,biased,avg,0.8788,0
0.4,4.0,1.6,3,biased,irt,1.0,0
0.4,4.0,1.6,3,mcar,avg,0.9879,0
0.4,4.0,1.6,4,biased,avg,0.9515,0
0.4,4.0,1.6,4,biased,irt,1.0,0
0.4,4.0,1.6,4,mcar,avg,0.9879,0
0.4,4.0,1.6,5,biased,avg,0.9152,0
0.4,4.0,1.6,5,biased,irt,1.0,0
0.4,4.0,1.6,5,mcar,avg,0.9515,1
0.4,4.0,1.6,6,biased,avg,0.9879,0
0.4,4.0,1.6,6,biased,irt,1.0,0
0.4,4.0,1.6,6,mcar,avg,0.9636,0
0.4,4.0,1.6,7,biased,avg,0.9515,0
0.4,4.0,1.6,7,biased,irt,1.0,0
0.4,4.0,1.6,7,mcar,avg,0.9273,1
0.4,4.0,1.6,8,biased,avg,0.9758,0
0.4,4.0,1.6,8,biased,irt,1.0,0
0.4,4.0,1.6,8,mcar,avg,0.9636,1
0.4,4.0,1.6,9,biased,avg,0.9394,0
0.4,4.0,1.6,9,biased,irt,1.0,0
0.4,4.0,1.6,9,mcar,avg,0.9152,1
0.4,4.0,1.6,10,biased,avg,0.8303,0
0.4,4.0,1.6,10,biased,irt,1.0,0
0.4,4.0,1.6,10,mcar,avg,0.9758,0
0.4,4.0,1.6,11,biased,avg,0.9636,0
0.4,4.0,1.6,11,biased,irt,1.0,0
0.4,4.0,1.6,11,mcar,avg,0.9515,0
0.4,4.0,1.6,12,biased,avg,0.8667,0
0.4,4.0,1.6,12,biased,irt,1.0,0
0.4,4.0,1.6,12,mcar,avg,0.9758,0
0.4,4.0,1.6,13,biased,avg,0.9879,0
0.4,4.0,1.6,13,biased,irt,1.0,0
0.4,4.0,1.6,13,mcar,avg,0.9879,0
